Time,Type,Entry,Exit,PnL,Result
2022-10-24 02:48:00,BUY,1663.25,1665.3799915297425,539.9257125443421,TSL
2022-10-24 03:05:00,SELL,1665.46,1662.3003599216438,959.530095837634,TSL
2022-10-24 03:36:00,SELL,1661.7,1660.5587783622918,1186.096945212589,TSL
2022-10-24 03:45:00,BUY,1659.32,1658.49034,-1664.3832145395468,SL
2022-10-24 04:31:00,SELL,1658.67,1655.9635306464572,1376.4062163812869,TSL
2022-10-24 05:29:00,SELL,1655.3,1653.190108693589,1915.6238651608041,TSL
2022-10-24 10:11:00,BUY,1657.72,1654.28,-1680.6596832095722,SL
2022-10-24 10:13:00,BUY,1654.38,1653.5528100000001,-1663.8530863774763,SL
2022-10-24 10:18:00,SELL,1653.33,1653.114095185111,70.70408622079695,TSL
2022-10-24 10:35:00,SELL,1651.24,1652.1512932700023,-258.03090382624833,SL
2022-10-24 10:42:00,BUY,1650.66,1649.8346700000002,-1645.3412873376474,SL
2022-10-24 10:48:00,BUY,1648.97,1650.6189699999998,3257.7757489285414,TP
2022-10-24 11:18:00,SELL,1650.3,1647.8799999999999,3322.931263907112,TP
2022-10-24 11:42:00,SELL,1648.25,1645.4699999999998,3389.389889185255,TP
2022-10-24 11:45:00,SELL,1644.92,1647.17,-1728.5888434844799,SL
2022-10-24 12:33:00,SELL,1647.58,1646.987714844404,417.1108382729126,TSL
